meal_name,num_ingredients,calories,prep_time,protein,fat,carbs,vegan,vegetarian,keto,paleo,gluten_free,mediterranean,is_healthy
Tofu Stir Fry,0.7272727272727273,0.30727272727272725,0.7,0.621773156826638,0.7541658119495649,0.15399446617613624,1,1,0,0,0,0,0
Grilled Salmon,0.8181818181818182,0.05454545454545454,0.44,0.005159871011497613,0.8215651726150649,0.22483112017654,0,0,1,1,1,1,0
Gluten-Free Pasta,0.09090909090909091,0.6454545454545455,0.02,0.8363913273868977,0.5083001100200697,0.0,0,0,0,0,1,0,0
Tofu Stir Fry,0.9090909090909091,0.20363636363636364,0.8,0.6350430325806796,0.260013086892665,0.6349393478383248,1,1,0,0,0,0,0
Tofu Stir Fry,0.18181818181818182,0.5909090909090909,0.36,0.7649202771193905,0.5421839583597848,0.9677623990024116,1,1,0,0,0,0,0
Turkey Lettuce Wraps,0.36363636363636365,0.5036363636363637,0.06,0.17463313526257435,0.7723488963075851,0.9518852532728136,0,0,1,1,1,1,0
Chickpea Stew,1.0,0.7272727272727273,0.18,0.47599162550170765,0.05762223434430596,0.06910518359420317,1,1,0,0,0,0,0
Cauliflower Rice Bowl,0.09090909090909091,0.4890909090909091,0.92,0.9738364990462764,0.7510932962039958,0.12514300428489117,1,1,0,1,1,0,0
Lentil Soup,0.5454545454545454,0.05090909090909091,0.2,0.825715609980828,0.37232478816437437,0.8218742547583323,0,1,0,0,0,0,0
Grilled Salmon,0.8181818181818182,0.9763636363636363,0.66,0.2750186751708187,0.9991883534703404,0.4246912279557476,0,0,1,1,1,1,0
Tofu Stir Fry,0.7272727272727273,0.06909090909090909,0.28,0.7988752230313957,0.694982927793924,0.21688395735272922,1,1,0,0,0,0,0
Chicken Stir Fry,0.2727272727272727,0.038181818181818185,0.2,0.27464965246480666,0.9528110702219539,0.14635923448682175,0,0,1,1,1,0,0
Turkey Lettuce Wraps,0.36363636363636365,0.1509090909090909,0.1,0.7639816625430192,0.4429672399699827,0.30912973503581326,0,0,1,1,1,1,0
Paleo Chicken Bowl,0.09090909090909091,0.29454545454545455,0.96,0.6549981782540194,0.3690092851434506,0.8679783445152908,0,0,1,1,1,0,0
Eggplant Parmesan,0.9090909090909091,0.10727272727272727,0.9,0.2047345411511517,0.09094987226725137,0.14898970466061937,0,1,0,0,0,1,0
Shrimp Zoodles,0.09090909090909091,0.36,0.04,0.8008737020066874,0.29446390493682506,0.9160098317528085,0,0,1,1,1,0,0
Keto Omelette,0.2727272727272727,0.9563636363636364,0.48,0.0012264600326253668,0.5993881513005113,0.6079287171885789,0,0,1,0,1,0,0
Almond Flour Pancakes,0.2727272727272727,0.9454545454545454,0.74,0.2266854677234549,0.16078604691863527,0.652657363024456,0,1,1,1,1,0,0
Chicken Stir Fry,0.6363636363636364,0.7163636363636363,0.24,0.1503362961207525,0.4653231578656369,0.6819319976021642,0,0,1,1,1,0,0
Cauliflower Rice Bowl,0.45454545454545453,0.9872727272727273,0.2,0.6985354450340586,0.8618416929307945,0.7824855310797734,1,1,0,1,1,0,0
Vegan Curry,0.9090909090909091,0.38727272727272727,1.0,0.10545677522919224,0.24220985925185526,0.9917090428945393,1,1,0,0,0,0,0
Turkey Lettuce Wraps,0.45454545454545453,0.15454545454545454,0.54,0.7060569176345555,0.560612293799513,0.0034244524430712617,0,0,1,1,1,1,0
Quinoa Salad,0.09090909090909091,0.4072727272727273,0.64,0.8870491834278299,0.08227214674394888,0.8276694648932064,1,1,0,0,0,1,0
Gluten-Free Pasta,0.09090909090909091,0.3,0.76,0.2018778014746185,0.6944934148081318,0.8245603039135557,0,0,0,0,1,0,0
Vegetarian Pizza,0.5454545454545454,0.7763636363636364,0.96,0.9564197261796569,0.12408848245629499,0.900212995146428,0,1,0,0,0,0,0
Keto Avocado Salad,0.45454545454545453,0.13090909090909092,0.76,0.6160768807542657,0.2991435576392357,0.9396481117890528,0,0,1,1,1,0,0
Vegan Curry,0.09090909090909091,0.5763636363636364,0.38,0.3411798757687118,0.8164304877188774,0.07458882710772204,1,1,0,0,0,0,0
Almond Flour Pancakes,0.2727272727272727,0.7072727272727273,0.42,0.45462698045080546,0.6447523853085416,0.5260814023107193,0,1,1,1,1,0,1
Vegetarian Pizza,0.9090909090909091,0.02,0.44,0.6536184971183012,0.4800404105497075,0.6164626694044429,0,1,0,0,0,0,0
Greek Yogurt Parfait,0.5454545454545454,0.6454545454545455,0.88,0.18304048517800922,0.7912406881977112,0.659929504229907,0,1,0,0,0,1,0
Greek Yogurt Parfait,1.0,0.9963636363636363,0.62,0.5452498537700657,0.4940735332438128,0.07601693333938438,0,1,0,0,0,1,0
Greek Yogurt Parfait,0.18181818181818182,0.8072727272727273,0.56,0.420534482898326,0.20364638065486218,0.8437937028544528,0,1,0,0,0,1,0
Chickpea Stew,0.36363636363636365,0.2872727272727273,0.46,0.42766441853056436,0.346361117166623,0.36890559761122016,1,1,0,0,0,0,1
Almond Flour Pancakes,1.0,0.27454545454545454,0.98,0.8714676686066588,0.5796868707211192,0.4372703558205909,0,1,1,1,1,0,0
Chicken Stir Fry,0.2727272727272727,0.6072727272727273,0.66,0.7970122606772766,0.6562127793010811,0.9972435674057479,0,0,1,1,1,0,0
Lentil Soup,0.18181818181818182,0.4290909090909091,0.34,0.6347884261933693,0.7345128920989995,0.12664172639815652,0,1,0,0,0,0,0
Vegan Curry,0.2727272727272727,0.8672727272727273,0.44,0.6357737683282744,0.3733424490909406,0.5121331525709617,1,1,0,0,0,0,0
Mediterranean Wrap,0.36363636363636365,0.5763636363636364,0.92,0.5959483736019028,0.5804282212968455,0.6638886483495328,0,0,0,0,0,1,1
Gluten-Free Pasta,0.45454545454545453,0.26181818181818184,0.48,0.9743737079089709,0.25833873813963315,0.6579354055022779,0,0,0,0,1,0,0
Quinoa Salad,0.6363636363636364,0.8345454545454546,0.7,0.9747845273977094,0.45448691805394303,0.23234301839952048,1,1,0,0,0,1,0
Keto Omelette,0.45454545454545453,0.4890909090909091,0.3,0.5224286916833177,0.3374068377106099,0.8320897403666785,0,0,1,0,1,0,0
Quinoa Salad,0.36363636363636365,0.5,0.14,0.6202992426343819,0.7081108525407217,0.16252966165248584,1,1,0,0,0,1,0
Almond Flour Pancakes,1.0,0.21818181818181817,0.84,0.7401680590125063,0.6650300878160998,0.4737058369144014,0,1,1,1,1,0,0
Chickpea Stew,0.6363636363636364,0.2818181818181818,0.92,0.8727138130847455,0.20591500157267617,0.10676451822723598,1,1,0,0,0,0,0
Cauliflower Rice Bowl,0.09090909090909091,0.9272727272727272,0.72,0.9413987800324577,0.03899859386903286,0.11707365552960294,1,1,0,1,1,0,0
Paleo Chicken Bowl,0.36363636363636365,0.10545454545454545,0.08,0.10382723707848754,0.58569724063143,0.6897736347072912,0,0,1,1,1,0,0
Almond Flour Pancakes,0.36363636363636365,0.4381818181818182,0.46,0.6894750523486005,0.01697960498926753,0.3204387710318377,0,1,1,1,1,0,1
Gluten-Free Pasta,0.6363636363636364,0.8981818181818182,0.84,0.4913426661506882,0.668097512900458,0.13481956937225203,0,0,0,0,1,0,0
Tofu Stir Fry,0.2727272727272727,0.6090909090909091,0.98,0.20287726480833773,0.6746822075110515,0.9747631451427197,1,1,0,0,0,0,0
Quinoa Salad,0.5454545454545454,0.6381818181818182,0.74,0.8725841250456077,0.17715142262970843,0.6942432462962969,1,1,0,0,0,1,0
Grilled Salmon,0.8181818181818182,0.7509090909090909,0.98,0.24538807027144663,0.8325229359707721,0.8682318530514035,0,0,1,1,1,1,0
Chickpea Stew,1.0,0.6254545454545455,0.9,0.923378914724239,0.6016761686067642,0.9453878195975987,1,1,0,0,0,0,0
Shrimp Zoodles,0.36363636363636365,0.5509090909090909,0.08,0.5801344994394294,0.34900642807614096,0.15468476380699983,0,0,1,1,1,0,1
Paleo Chicken Bowl,0.7272727272727273,0.2909090909090909,0.8,0.9984210560790902,0.7538762084877179,0.08507657773649138,0,0,1,1,1,0,0
Keto Avocado Salad,0.9090909090909091,0.5872727272727273,0.66,0.40620186489237486,0.32741174845296006,0.6689187413066446,0,0,1,1,1,0,0
Paleo Chicken Bowl,0.09090909090909091,0.72,0.8,0.3188112346499018,0.8706419983523171,0.37359312383561316,0,0,1,1,1,0,0
Gluten-Free Pasta,0.7272727272727273,0.11636363636363636,0.22,0.6129485449491916,0.5644120700491765,0.37839594259460846,0,0,0,0,1,0,0
Quinoa Salad,0.0,0.9018181818181819,0.68,0.2284238247907205,0.07293611504088014,0.6040258706883551,1,1,0,0,0,1,0
Shrimp Zoodles,0.8181818181818182,0.0036363636363636364,0.4,0.8677508521230597,0.5199433705042545,0.47830991412986984,0,0,1,1,1,0,0
Lentil Soup,0.36363636363636365,0.5509090909090909,0.72,0.2473203003865293,0.47745045968019045,0.39250420075041526,0,1,0,0,0,0,0
Paleo Chicken Bowl,0.09090909090909091,0.66,0.84,0.018314421286123657,0.1958264684098457,0.0011907298746317609,0,0,1,1,1,0,0
Turkey Lettuce Wraps,0.36363636363636365,0.22363636363636363,0.28,0.2447196650105072,0.9289221232616868,0.054509903212795155,0,0,1,1,1,1,0
Tofu Stir Fry,0.45454545454545453,0.6054545454545455,0.06,0.25808213569439753,0.28514545663514634,0.30441333933530523,1,1,0,0,0,0,0
Turkey Lettuce Wraps,1.0,0.5272727272727272,0.14,0.3128930115417441,0.6114248656440545,0.718042321621821,0,0,1,1,1,1,0
Chickpea Stew,0.2727272727272727,0.1618181818181818,0.48,0.5251496710106573,0.12308866167910892,0.8629782473427602,1,1,0,0,0,0,0
Gluten-Free Pasta,0.5454545454545454,0.5654545454545454,0.96,0.5702108338318922,0.25676413898879435,0.9676965108288087,0,0,0,0,1,0,0
Vegan Buddha Bowl,0.45454545454545453,0.6981818181818182,0.86,0.04362354447397377,0.6342998437190821,0.9560385864268229,1,1,0,0,1,0,0
Keto Avocado Salad,0.8181818181818182,0.9454545454545454,0.28,0.6141036236059237,0.41161830323031123,0.8431957057947378,0,0,1,1,1,0,0
Vegan Curry,0.6363636363636364,0.08727272727272728,0.5,0.25694476083558515,0.30237628298072133,0.7340340661950591,1,1,0,0,0,0,0
Vegan Buddha Bowl,1.0,0.3018181818181818,0.18,0.8136711657615774,0.7681403651473315,0.14498952074163496,1,1,0,0,1,0,0
Cauliflower Rice Bowl,0.36363636363636365,0.8763636363636363,0.86,0.8672115274828336,0.2168410013644569,0.09037046536974273,1,1,0,1,1,0,0
Eggplant Parmesan,0.36363636363636365,0.76,0.54,0.20723220399517128,0.6391213570311884,0.2534193687294449,0,1,0,0,0,1,0
Tofu Stir Fry,0.7272727272727273,0.46,0.48,0.9928411601951702,0.1363390008039048,0.6967912209108647,1,1,0,0,0,0,0
Keto Omelette,0.8181818181818182,0.6781818181818182,0.76,0.7282219245196041,0.01541698647376665,0.3386075867015471,0,0,1,0,1,0,1
Shrimp Zoodles,0.18181818181818182,0.39454545454545453,0.74,0.5813423443475582,0.27440628017350854,0.07388523881752755,0,0,1,1,1,0,1
Vegan Curry,0.36363636363636365,0.64,0.7,0.19283990862409753,0.323740940155272,0.22283940053643922,1,1,0,0,0,0,0
Keto Avocado Salad,0.5454545454545454,0.9381818181818182,0.86,0.2348993291957961,0.5409261388329358,0.8838825240065178,0,0,1,1,1,0,0
Cauliflower Rice Bowl,0.18181818181818182,0.6909090909090909,0.04,0.1912895339031483,0.05202661199704436,0.37642999864506316,1,1,0,1,1,0,0
Paleo Chicken Bowl,0.0,0.6418181818181818,0.44,0.4675804201385541,0.059849704375549526,0.5623941671252722,0,0,1,1,1,0,0
Vegan Buddha Bowl,0.36363636363636365,0.8654545454545455,0.6,0.7586984394678645,0.1704627917826473,0.4077929774051419,1,1,0,0,1,0,0
Eggplant Parmesan,1.0,0.7254545454545455,0.22,0.9862584172413893,0.47563697871832616,0.3805270862134821,0,1,0,0,0,1,0
Greek Yogurt Parfait,0.6363636363636364,0.9381818181818182,0.38,0.9317447834772735,0.5408712167274969,0.845393027809948,0,1,0,0,0,1,0
Almond Flour Pancakes,0.45454545454545453,0.7363636363636363,0.34,0.791932226825624,0.8664169656286245,0.6091224427327976,0,1,1,1,1,0,0
Lentil Soup,0.45454545454545453,0.9072727272727272,0.66,0.06342108763883668,0.11750101842244225,0.22354847251546509,0,1,0,0,0,0,0
Tofu Stir Fry,0.09090909090909091,0.6545454545454545,0.4,0.3480867029631787,0.2392126565914863,0.5092084787737138,1,1,0,0,0,0,0
Keto Omelette,0.2727272727272727,0.7381818181818182,0.5,0.6036636846285802,0.5165324562030712,0.9236538899353754,0,0,1,0,1,0,0
Grilled Salmon,0.45454545454545453,0.5727272727272728,0.72,0.39303711589416823,0.5019694940090529,0.39535046581651034,0,0,1,1,1,1,1
Paleo Chicken Bowl,0.09090909090909091,0.7781818181818182,0.68,0.6777512868784962,0.5333764771713068,0.7233751915109952,0,0,1,1,1,0,0
Keto Omelette,0.5454545454545454,0.9545454545454546,0.16,0.32417085020167075,0.022507507468016025,0.14912436855931474,0,0,1,0,1,0,0
Keto Omelette,0.09090909090909091,0.37272727272727274,0.38,0.5759694339468351,0.9346326447607656,0.5754107556574528,0,0,1,0,1,0,0
Quinoa Salad,0.2727272727272727,0.1709090909090909,0.26,0.1399004152957948,0.9000768424413782,0.8325440164742837,1,1,0,0,0,1,0
Almond Flour Pancakes,0.18181818181818182,0.8763636363636363,0.8,0.8294223484858219,0.6675387394105975,0.11672159411656015,0,1,1,1,1,0,0
Chicken Stir Fry,0.2727272727272727,0.9745454545454545,0.28,0.9680441925054973,0.5504676967521718,0.9706255625559217,0,0,1,1,1,0,0
Tofu Stir Fry,0.2727272727272727,0.8109090909090909,0.1,0.0003225174335057268,0.017288399079795312,0.6031199983452745,1,1,0,0,0,0,0
Greek Yogurt Parfait,0.18181818181818182,0.9381818181818182,0.36,0.19275460411904938,0.21184401614773934,0.4837928300177062,0,1,0,0,0,1,0
Cauliflower Rice Bowl,0.6363636363636364,0.84,0.16,0.4325331104803381,0.17065008200826776,0.0690398267463118,1,1,0,1,1,0,0
Shrimp Zoodles,0.18181818181818182,0.4763636363636364,0.3,0.6951543580441147,0.6191621669630155,0.6341137533829638,0,0,1,1,1,0,1
Vegan Curry,0.0,0.18181818181818182,0.76,0.2219236516508266,0.17374568496964296,0.656910599664804,1,1,0,0,0,0,0
Paleo Chicken Bowl,0.5454545454545454,0.11272727272727273,0.72,0.8911407956687971,0.45047195326628336,0.19043191997860026,0,0,1,1,1,0,0
Gluten-Free Pasta,0.9090909090909091,0.16545454545454547,0.42,0.8317714660920116,0.7350155111509118,0.7718164436693276,0,0,0,0,1,0,0
Chicken Stir Fry,0.9090909090909091,0.7345454545454545,0.74,0.26113435467109625,0.7617580419204824,0.13224837993366087,0,0,1,1,1,0,0
Gluten-Free Pasta,0.36363636363636365,0.11636363636363636,0.24,0.01217125971122221,0.24136417945657282,0.9807943814261582,0,0,0,0,1,0,0
Cauliflower Rice Bowl,0.36363636363636365,0.31272727272727274,0.62,0.4903450381140771,0.10956828801642932,0.5478896334265015,1,1,0,1,1,0,1
Almond Flour Pancakes,0.5454545454545454,0.9254545454545454,0.06,0.8690844008739147,0.24364641564141123,0.6528507737524311,0,1,1,1,1,0,0
Keto Omelette,0.7272727272727273,0.7909090909090909,0.56,0.4617920334226106,0.7865469498474593,0.8960281388017869,0,0,1,0,1,0,0
Keto Avocado Salad,0.0,0.21636363636363637,0.16,0.947656165671352,0.81047389247151,0.07084771297652775,0,0,1,1,1,0,0
Quinoa Salad,0.8181818181818182,0.4381818181818182,0.78,0.4638331471020711,0.6383601308575457,0.6605831865179848,1,1,0,0,0,1,1
Vegan Curry,0.0,0.14181818181818182,0.32,0.06698227072975803,0.5192679128121817,0.14545997697348242,1,1,0,0,0,0,0
Lentil Soup,0.0,0.15636363636363637,0.72,0.04806449780464434,0.03767357740773451,0.7484494350019799,0,1,0,0,0,0,0
Quinoa Salad,0.18181818181818182,0.74,0.68,0.01215889720631413,0.9584630853168403,0.7396490874645864,1,1,0,0,0,1,0
Shrimp Zoodles,0.2727272727272727,0.7909090909090909,0.28,0.9471377681276222,0.7853701305256846,0.3525192952505224,0,0,1,1,1,0,0
Mediterranean Wrap,0.36363636363636365,0.6345454545454545,0.62,0.06905363453902759,0.4249200891117047,0.07712083288835499,0,0,0,0,0,1,0
Eggplant Parmesan,1.0,0.610909090909091,0.6,0.7864873735894186,0.22797154167942368,0.9809128417130795,0,1,0,0,0,1,0
Turkey Lettuce Wraps,0.09090909090909091,0.6927272727272727,0.06,0.7785959533370279,0.6450797649409056,0.5300263515993732,0,0,1,1,1,1,0
Cauliflower Rice Bowl,0.8181818181818182,0.2690909090909091,0.7,0.2943125177374368,0.9819910402722352,0.6024405920113671,1,1,0,1,1,0,0
Eggplant Parmesan,1.0,0.4090909090909091,0.2,0.043948294964610564,0.11064274698267887,0.5990515090545424,0,1,0,0,0,1,0
Keto Avocado Salad,0.7272727272727273,0.8854545454545455,0.26,0.44164744049375637,0.6140372183609131,0.9476139637686422,0,0,1,1,1,0,0
Almond Flour Pancakes,0.36363636363636365,0.3109090909090909,0.62,0.49858086699074905,0.012302972659226957,0.9975289413160634,0,1,1,1,1,0,0
Gluten-Free Pasta,0.0,0.4218181818181818,0.92,0.25352332081265544,0.756496949194381,0.45945011997860147,0,0,0,0,1,0,0
Vegan Curry,0.6363636363636364,0.4309090909090909,0.12,0.18150935305393556,0.05354976429641777,0.31733213347967565,1,1,0,0,0,0,0
Grilled Salmon,0.7272727272727273,0.9690909090909091,0.54,0.04338352238854021,0.16478542669756727,0.12680469339245337,0,0,1,1,1,1,0
Turkey Lettuce Wraps,0.2727272727272727,0.5127272727272727,0.98,0.21459498403333088,0.506681007415468,0.844047247424832,0,0,1,1,1,1,0
Tofu Stir Fry,0.45454545454545453,0.7636363636363637,0.64,0.5109567393543705,0.2978528847472119,0.5651511260494595,1,1,0,0,0,0,0
Gluten-Free Pasta,1.0,0.6654545454545454,0.48,0.7650143920052144,0.16003031691715233,0.46047996912079514,0,0,0,0,1,0,0
Eggplant Parmesan,0.6363636363636364,0.23272727272727273,0.86,0.7301767653744166,0.9938604386771728,0.09387440246857452,0,1,0,0,0,1,0
Vegetarian Pizza,0.09090909090909091,0.8909090909090909,0.48,0.5579208376740659,0.7344710607723614,0.6167089366664179,0,1,0,0,0,0,0
Chicken Stir Fry,0.7272727272727273,0.2018181818181818,0.24,0.5414474787862523,0.5250335256182292,0.8514776676760424,0,0,1,1,1,0,0
Lentil Soup,0.0,0.023636363636363636,0.66,0.762556701482411,0.6796410371128151,0.7586241282441611,0,1,0,0,0,0,0
Paleo Chicken Bowl,0.6363636363636364,0.38181818181818183,0.72,0.1253421449129906,0.3859012007241793,0.6444079780601201,0,0,1,1,1,0,0
Vegetarian Pizza,0.6363636363636364,0.4109090909090909,0.5,0.39352252846839725,0.4132156815687904,0.697270336556688,0,1,0,0,0,0,1
Vegetarian Pizza,0.45454545454545453,0.34,0.88,0.09345598686518061,0.5892376889569326,0.48012181378182794,0,1,0,0,0,0,0
Shrimp Zoodles,0.18181818181818182,0.6090909090909091,0.06,0.05306315006098118,0.4873775506871537,0.5998986649605421,0,0,1,1,1,0,0
Greek Yogurt Parfait,1.0,0.10727272727272727,0.36,0.5008000368000607,0.07680818415388925,0.05277342421328627,0,1,0,0,0,1,0
Tofu Stir Fry,1.0,0.9836363636363636,0.74,0.21090678872318433,0.8267619599021406,0.5199041070596282,1,1,0,0,0,0,0
Tofu Stir Fry,0.2727272727272727,0.6345454545454545,0.96,0.43623418875339826,0.0883793629788169,0.21672445858960276,1,1,0,0,0,0,1
Turkey Lettuce Wraps,0.9090909090909091,0.21272727272727274,0.88,0.17435833167508735,0.6387128032584859,0.4954924997187004,0,0,1,1,1,1,0
Turkey Lettuce Wraps,0.9090909090909091,0.7236363636363636,0.1,0.9961992106602124,0.7486549351576989,0.7421560142895715,0,0,1,1,1,1,0
Eggplant Parmesan,0.36363636363636365,0.9163636363636364,0.18,0.3362156354178233,0.02581869771057927,0.018013550559837433,0,1,0,0,0,1,0
Tofu Stir Fry,0.45454545454545453,0.7727272727272727,0.68,0.4318492554427304,0.8744812547271078,0.8452921371682424,1,1,0,0,0,0,0
Mediterranean Wrap,0.2727272727272727,0.08727272727272728,0.4,0.46052568856831516,0.48373963419349736,0.12857631543318015,0,0,0,0,0,1,0
Vegan Buddha Bowl,0.5454545454545454,0.5345454545454545,0.98,0.9140436643753604,0.7817313887825754,0.0006508348550372152,1,1,0,0,1,0,0
Keto Avocado Salad,0.45454545454545453,0.66,0.6,0.9273444149867823,0.4728037618002592,0.007098586501128607,0,0,1,1,1,0,0
Lentil Soup,0.8181818181818182,0.7509090909090909,0.42,0.2630365380485231,0.24715605082822018,0.9103632844893157,0,1,0,0,0,0,0
Vegetarian Pizza,0.45454545454545453,0.3709090909090909,0.1,0.06568979116057759,0.4883535305290169,0.027545267518901007,0,1,0,0,0,0,0
Almond Flour Pancakes,0.09090909090909091,0.4527272727272727,0.84,0.13994800468315155,0.5333158147049335,0.40942959374798604,0,1,1,1,1,0,0
Gluten-Free Pasta,0.45454545454545453,0.7236363636363636,0.34,0.7361944954631969,0.549255704092859,0.12302050472805379,0,0,0,0,1,0,1
Eggplant Parmesan,0.5454545454545454,0.7727272727272727,0.5,0.4209300321137098,0.2603681876214226,0.7328837023118898,0,1,0,0,0,1,0
Cauliflower Rice Bowl,0.36363636363636365,0.23636363636363636,0.44,0.1991021781119362,0.5663081539227727,0.46288267959215856,1,1,0,1,1,0,0
Lentil Soup,0.7272727272727273,0.8072727272727273,0.8,0.02213650611007205,0.7213749505751941,0.416404329059599,0,1,0,0,0,0,0
Gluten-Free Pasta,0.45454545454545453,0.5236363636363637,0.32,0.9855351735985294,0.2275375312082517,0.4022288581232867,0,0,0,0,1,0,0
Grilled Salmon,0.7272727272727273,0.7672727272727272,0.42,0.5516425016443861,0.6139976975837129,0.22232410967860367,0,0,1,1,1,1,0
Chicken Stir Fry,0.0,0.9381818181818182,0.02,0.6675835005036442,0.2161900213644036,0.0922399715668607,0,0,1,1,1,0,0
Eggplant Parmesan,0.18181818181818182,0.15454545454545454,0.22,0.06258087213953267,0.5133476877409286,0.8093478252238645,0,1,0,0,0,1,0
Vegetarian Pizza,0.18181818181818182,0.44,0.96,0.20238508281695639,0.2588273661333751,0.16016686915132985,0,1,0,0,0,0,0
Vegan Buddha Bowl,0.2727272727272727,0.38727272727272727,0.28,0.20592061954686824,0.8795939083599572,0.8833794925003641,1,1,0,0,1,0,0
Shrimp Zoodles,0.9090909090909091,0.6909090909090909,0.8,0.5630442959149006,0.7521736817923087,0.5580277544673854,0,0,1,1,1,0,0
Chicken Stir Fry,0.7272727272727273,0.46,0.04,0.9138728062005028,0.539612727263751,0.4971578212981714,0,0,1,1,1,0,0
Paleo Chicken Bowl,0.5454545454545454,0.7909090909090909,0.44,0.8263088509641267,0.3809328612557146,0.7781969548394676,0,0,1,1,1,0,0
Greek Yogurt Parfait,0.9090909090909091,0.9145454545454546,0.22,0.5260026149549113,0.287416209329012,0.7956406116559768,0,1,0,0,0,1,0
Vegan Buddha Bowl,0.36363636363636365,0.1290909090909091,0.16,0.39799010462229467,0.9169476067512656,0.5327848856978857,1,1,0,0,1,0,0
Vegetarian Pizza,1.0,0.8490909090909091,0.1,0.7973190824706838,0.31711443137751294,0.8607156278122761,0,1,0,0,0,0,0
Keto Omelette,0.9090909090909091,0.07090909090909091,0.74,0.14142168299150967,0.20207983877708094,0.17991298619319807,0,0,1,0,1,0,0
Mediterranean Wrap,1.0,0.4709090909090909,0.58,0.6184428061973872,0.08323010048358478,0.8862470630185001,0,0,0,0,0,1,0
Lentil Soup,0.9090909090909091,0.02727272727272727,0.0,0.41989239641701476,0.98614144194179,0.6692491636216485,0,1,0,0,0,0,0
Tofu Stir Fry,0.09090909090909091,0.4709090909090909,0.54,0.8864403485339702,0.4281209209812109,0.15766508114288938,1,1,0,0,0,0,0
Mediterranean Wrap,0.7272727272727273,0.23636363636363636,0.64,0.029503102639528808,0.824584275363672,0.20573881214315093,0,0,0,0,0,1,0
Mediterranean Wrap,0.18181818181818182,0.8636363636363636,0.56,0.2979990778298272,0.92007337950215,0.10557968551705711,0,0,0,0,0,1,0
Lentil Soup,0.7272727272727273,0.7163636363636363,0.02,0.8258401961482487,0.45997634500919915,0.3555106847541163,0,1,0,0,0,0,1
Chicken Stir Fry,0.45454545454545453,0.23636363636363636,0.22,0.3369159684147941,0.1737547050715595,0.7138574246613558,0,0,1,1,1,0,1
Quinoa Salad,0.36363636363636365,0.990909090909091,0.8,0.74345411609154,0.1912975390475695,0.6144751544064216,1,1,0,0,0,1,0
Eggplant Parmesan,0.45454545454545453,0.49454545454545457,0.08,0.8103199671086623,0.8454154140203527,0.2504764702199784,0,1,0,0,0,1,0
Quinoa Salad,0.2727272727272727,0.49272727272727274,0.66,0.3267601028459535,0.6876094009462712,0.06399298104586093,1,1,0,0,0,1,0
Gluten-Free Pasta,0.45454545454545453,0.36363636363636365,0.38,0.22833329249123754,0.8387023720434846,0.27607275548490695,0,0,0,0,1,0,0
Keto Omelette,0.2727272727272727,0.8018181818181818,0.48,0.21662384142089275,0.3608402679743517,0.06284399410542661,0,0,1,0,1,0,0
Shrimp Zoodles,0.2727272727272727,0.8345454545454546,0.32,0.7699829902894465,0.7899863776561707,0.6662798382116086,0,0,1,1,1,0,0
Cauliflower Rice Bowl,0.18181818181818182,0.45454545454545453,0.52,0.5633039939705096,0.1108247105029418,0.44580891204830037,1,1,0,1,1,0,1
Paleo Chicken Bowl,0.2727272727272727,0.9090909090909091,0.14,0.12949801076028947,0.4133553202937991,0.8052513129722028,0,0,1,1,1,0,0
Almond Flour Pancakes,0.0,0.509090909090909,0.78,0.7436881304972642,0.9199416014908627,0.2768428744341875,0,1,1,1,1,0,0
Eggplant Parmesan,0.7272727272727273,0.14909090909090908,0.9,0.9154307132477099,0.7554142078030619,0.8078335281694833,0,1,0,0,0,1,0
Almond Flour Pancakes,0.5454545454545454,0.11272727272727273,0.16,0.3063027724296929,0.8310366809632204,0.2783440486832383,0,1,1,1,1,0,0
Turkey Lettuce Wraps,0.2727272727272727,0.7218181818181818,0.74,0.12085239969727778,0.06806891660559894,0.25992631626873286,0,0,1,1,1,1,0
Keto Avocado Salad,0.0,0.6818181818181818,0.48,0.8287529727895017,0.0739836922873808,0.22253093671122054,0,0,1,1,1,0,0
Shrimp Zoodles,0.7272727272727273,0.12181818181818181,0.54,0.856624289055099,0.6690403037326893,0.5936795763821184,0,0,1,1,1,0,0
Keto Avocado Salad,0.6363636363636364,0.2290909090909091,0.3,0.24072716135524536,0.7961327322840823,0.028614257267590506,0,0,1,1,1,0,0
Keto Omelette,0.9090909090909091,0.8963636363636364,0.98,0.5762789302622461,0.660038107097584,0.24878939707916511,0,0,1,0,1,0,0
Mediterranean Wrap,0.18181818181818182,0.36363636363636365,0.16,0.672621562256887,0.8309285441414306,0.8827695059681769,0,0,0,0,0,1,0
Quinoa Salad,0.6363636363636364,0.5454545454545454,0.44,0.4326238061862492,0.317299807147907,0.4332040211962553,1,1,0,0,0,1,1
Turkey Lettuce Wraps,0.7272727272727273,0.045454545454545456,0.56,0.1714453014070645,0.9500488987638172,0.44397837831934645,0,0,1,1,1,1,0
Greek Yogurt Parfait,0.2727272727272727,0.8254545454545454,0.54,0.10474778104626908,0.38503447098194415,0.4868940623117045,0,1,0,0,0,1,0
Lentil Soup,0.09090909090909091,0.2927272727272727,0.52,0.7473968545375592,0.5070954135674978,0.6350388228529321,0,1,0,0,0,0,0
Paleo Chicken Bowl,0.45454545454545453,0.47454545454545455,0.5,0.9120233256505634,0.23901348514052448,0.46865855124763456,0,0,1,1,1,0,0
